entry,name,signature,status,chunk
"180025b50","SetAntiVOXRate","undefined SetAntiVOXRate(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025bc0","SetAntiVOXGain","undefined SetAntiVOXGain(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025c20","SetAntiVOXDetectorTau","undefined SetAntiVOXDetectorTau(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025c90","SendAntiVOXData","undefined SendAntiVOXData(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025d00","create_divEXT","undefined create_divEXT(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025ec0","destroy_divEXT","undefined destroy_divEXT(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025f30","xdivEXT","undefined xdivEXT(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800260c0","SetEXTDIVRun","undefined SetEXTDIVRun(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180026110","SetEXTDIVBuffsize","undefined SetEXTDIVBuffsize(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180026160","SetEXTDIVNr","undefined SetEXTDIVNr(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800261b0","SetEXTDIVOutput","undefined SetEXTDIVOutput(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180026200","SetEXTDIVRotate","undefined SetEXTDIVRotate(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180026270","xdivEXTF","undefined xdivEXTF(void)","OK","wdsp.dll.decompiled.part-0001.c"
